ID,月,"発生
時間",災害状況,業種(大分類)コード,業種(大分類),業種(中分類)コード,業種(中分類),業種(小分類)コード,業種(小分類),事故の型
84,11,14～15,被災者は、営業車を運転し自動車道上り線を走行していたところ、トンネル内となる上り３５．７キロポスト付近にて、走行車線左側縁石に接触した。当該箇所は片側１車線道路であり、左側縁石に接触した反動で対向車線と区切るデリネーター付近にて制御不能となったところ、対向車線を走行してきたダンプトラックと衝突し、運転していた被災者は多発外傷で死亡したもの。,1,製造業,101,食料品製造業,10105,酒類製造業,交通事故（道路）
85,11,12～13,被災者は工場内において、ホッパーに砂を充填する作業を行なおうとしていた。フォークリフトで砂の入ったフレコンをつり上げて、フレコンからホッパーに砂を充填しようとしたが、屋内での作業はスペース上、困難であったため、屋外で作業を行うことを考え、被災者は、ホッパーを人力で屋外に運んでいたが、ホッパーが転倒し被災者が下敷きになった。その後、被災者は搬送先の病院において、死亡が確認された。,1,製造業,109,土石製品製造業,10909,その他の土石製品製造業,はさまれ、巻き込まれ
86,11,10～11,航空基地への揚油作業（沖合２００ｍ付近のタンカーからタンクに納品。）を行うため、ゴムボートでタンカーをブイに係留する準備作業を行っていたところ、高波を受けボートが転覆し、作業者５人と自衛隊員１人が海上に投げ出されたもの。直後から被災者は意識なく、災害派遣要請により自衛隊ヘリコプターで救助、本土に搬送されるも、搬送先で死亡が確認された。,17,その他の事業,1702,その他の事業,170209,その他の事業－その他,おぼれ
87,11,10～11,台風により破損したスレート屋根補修作業中に、スレートを踏み抜き、高さ約１０ｍから墜落したもの。,3,建設業,303,その他の建設業,30309,その他の建設業－その他,墜落、転落
88,11,8～9,被災者は積載型トラッククレーン（ユニック車）を運転して法面養生用の鉄板を現場に搬入する業務に従事していたが、現場に同車両を駐車した際に、同車両が後方へ逸走し始めたため、これを被災者が止めようと車両の助手席ドア部分を押さえていたところ、押さえきれずに車両と共に車両停車位置の側方の路肩下部へ転倒・転落し、車両の下敷きとなったもの。,3,建設業,302,建築工事業,30209,その他の建築工事業,はさまれ、巻き込まれ
89,11,8～9,民有林の間伐作業現場において、被災者はチェーンソーを用いて伐倒作業中、偏心したナラの木（胸高直径４３ｃｍ）を伐倒したところ、伐倒方向先にあった枯損木（ナラの木）に当たり、当該枯損木が被災者側に倒れてきて、頭部に激突したものである。被災者に激突した枯損木は、胸高直径２１ｃｍ、長さ１４ｍであった。,6,農林業,602,林業,60201,木材伐出業,激突され
90,11,14～15,被災者は、当該工事において、地面からの高さ１．５ｍの一側足場（作業床の幅０．２５ｍ）の上で左官作業を行っていたが、地面から１．５ｍ下の川岸の段差に墜落し、更にその１．９ｍ下の川に墜落して、頭部に挫傷を負った。救急病院に搬送されたが、同日死亡した。当該店舗は川沿いに建っているが、川側の敷地が狭く、幅が０．４ｍ～１．４ｍしかなかった。足場に手すりはあり、被災者は、保護帽を着用していた。,3,建設業,302,建築工事業,30202,木造家屋建築工事業,墜落、転落
91,11,14～15,被災者は鋼板の成型で使用するローラーの組立作業を行っており、天井クレーンを用いてロールを台座の上に置き、ロールと台座をボルトで固定した後、玉掛け用ワイヤロープに付けたシャックルを外した。被災者が天井クレーンの運転者に巻き上げの合図を行い、当該ワイヤロープを天井クレーンで引き上げたところ、ロール及び台座（約１．７トン）が持ち上がって被災者の方へ転倒し、被災者の背面にあった台座との間に挟まれ被災した。,1,製造業,117,その他の製造業,11702,機械修理業,崩壊、倒壊
92,11,6～7,県道（片側１車線）にて、被災者は汚泥をバキューム車で施設に運ぶ途中、センターラインをはみ出し、対向車線を走っていた１１トントラックと正面衝突をした。バキューム車の運転手は全身を打ち、まもなく死亡。また、トラックの運転手は重傷を負ったもの。,15,清掃・と畜業,1501,清掃・と畜業,150103,その他の廃棄物処理業,交通事故（道路）
93,11,12～13,被災者は河川の岸側において鋼矢板の圧入作業のための溶接、玉掛け業務に従事していた。被災者が鋼矢板を玉掛けした後、クレーンのＯＰが吊り上げられた鋼矢板をパイラー上まで移動させ、鋼矢板の移動後、パイラーの近くにいた別の作業員が鋼矢板のセクションにあわせていた際、鋼矢板に溶接で固定されていたウォータージェット用の鋼管が外れ、岸側にいた被災者を直撃した。,3,建設業,301,土木工事業,30107,河川土木工事業,飛来、落下
94,11,21～22,空調機の新設工事において、給電ケーブルの敷設工事を作業員５名で行っていた。１名の作業員が脚立（高さ２．６４ｍ）に上がって天板にまたがる姿勢で、給電ケーブルを仮固定をしていた番線を解く（ペンチで切断）作業をしていたところ、解かれた同ケーブルが落下し、これを同作業員が受け止める形となり、はずみで脚立上から墜落したもの。（墜落時の足の位置は高さ２．０２ｍ）,3,建設業,303,その他の建設業,30301,電気通信工事業,墜落、転落
95,11,14～15,納品先にて、トラックの荷台から荷（ロール状フィルム（５０ｋｇ×２０ロール＝１ｔ）を積んだパレット）を納品先労働者が運転するリーチフォークリフト（最大荷重１．３５ｔ）で下ろす際、荷台奥の荷にフォークが届かないため、ワイヤロープをパレットとフォークリフトのバックレストに掛け、フォークリフトを後退させ引いていたところ、荷台から荷が落ちそうになり、被災者が止めようとしたが支えきれず荷の下敷きになったもの。,1,製造業,107,印刷・製本業,10701,印刷業,飛来、落下
96,11,10～11,顧客の商品自動車を引き取るため、顧客の店舗付近の車両を保管してある駐車場へ当該店舗の担当者の案内で移動中、道路を横断するため歩行者用信号が青になったことに従い横断歩道を渡っていたところ、被災者の左側から走行してきた軽貨物自動車にはねられ死亡したもの。,4,運輸交通業,403,道路貨物運送業,40301,一般貨物自動車運送業,交通事故（道路）
