label,sentence
2,工事現場で使用した鉄板を別の工事現場へ運ぶため、ドラグショベルのバケット背部のフックにワイヤーロープを掛けて吊り上げ左方向に旋回させたときドラグショベルが左側に横倒しになり、運転していた者がドラグショベルの下敷きになった。
5,畑地の灌漑用水管（塩ビ管）の布設工事において、深さ1.5m、床幅55cm、長さ20mの掘削溝の側面が長さ1.5m、地表からの深さ70cm、幅40cmに亘り崩壊し、掘削溝内で作業していた作業員のうち1名が崩壊した土砂と反対側の法面との間に挟まれた。
18,航空機の教官が訓練生と二人乗り単発プロペラ機で離陸し、きりもみ状の飛行を体験する「スピン訓練」を実施していて、防風林内に水平状態で墜落した。
7,下水管布設工事現場において、ドラグ・ショベル（機体質量：2.57t）で埋め戻し後の転圧作業を行っていたときに、交通整理を行っていた者を後進で轢いた。
17,国道を横断する既設のガス管の撤去のため、カラーコーンによる車線規制を行い作業を開始しようとしたところに、走行してきたワゴン車が突入し、規制車線内にいた警備員2名を次々に跳ねた。
17,国道を横断する既設のガス管の撤去のため、カラーコーンによる車線規制を行い作業を開始しようとしたところに、走行してきたワゴン車が突入し、規制車線内にいた警備員2名を次々にはねた。
1,国道の路側整備工事現場において、路側に止めていたトラックの荷台でコンプレッサーのホースを片づけていて、誤って道路下約10mの海岸に転落した。
2,家畜の飼料用牧草倉庫において、床面に積まれていた20個の牧草（質量約1ｔ）を最大荷重3ｔのクランプフォークリフト（アタッチメントが伸縮する）に積みバックで走行中、フォークリフトが転倒してヘッドガードと床面との間に挟まれた。
1,倉庫1階の物上げ装置荷台に載っていた製品を2階に上げるため、物上げ装置の荷台に乗って製品を運んでいたところ、物上げ装置を吊っていたワイヤーロープが結束部から抜けたため、荷台とともに3.9m下の1階に墜落した。
1,林道開設工事現場において、ドラグショベルで法面上にある木の除根作業を行なおうとしていたところ、突然、作業面の約4mから11mの地山が崩壊したため、作業面の一部が欠落してドラグショベルが約200m下の一般道路まで転落した。
18,港の改修工事において、浚渫した土砂を沖合１０ｋｍの捨場に運搬するため、土砂運搬船を引船で曳航中に土砂運搬船が転覆した。
1,住宅建築の基礎工事（深さ2.44m）において、掘削上部にあるさん木（長さ2.9m）2本を掘削した法面に立てかけたのち、脚立（長さ1.75m）を使用して後ろ向きで下りる途中に脚立の上3段目から墜落し、そこにあった鉄筋（長さ1.08m）が左大腿部に刺さり出血性ショックのため死亡した。
1,トレセン内を馬に乗り運動中、他の馬が放馬したのに驚いて暴れたため頭部より落馬した。
4,道路排水施設工事において、Ｕ字側溝（長さ4m、重さ2ｔ）の高さ調整のため車両積載型クレーン（2.93ｔ）に戻す作業を行っていたときにＵ字側溝が落下し、吊荷の下で誘導していた者が大腿部から腰にかけて下敷きになった。
7,県道の舗装修繕工事において、工事用写真を撮影していたところ、背後から後進してきたドラグ・ショベル（機体質量2865kg）のクローラに腰・腹部を轢かれた。
1,ゴミ収集車で路上においてある家庭ゴミの収集作業中、車両後方の踏台に立ち乗りして次の収集箇所に向っていたときに、踏み台から転落して後頭部をアスファルト路面に打ちつけた。
6,配電線の支障木の伐倒作業中、立木の幹が途中で裂けながら倒れて跳ね上がり顎部分に当った。
12,圧力容器によるビタミン原料の菌の培養工程が終了して、別の圧力容器へ窒素圧力を用いて移し替えたのち、一人でマンホールの外からジェットガン、水道のホースを用いて洗浄を行っていて容器内で酸素欠乏症になった。
1,茶畑の防霜ファン修理のため、鉄柱に登って防霜ファンを取外中に約7m下に墜落した。
1,倉庫内でフォークリフトを用いて荷出し作業中、高さ3.2mの運転席から転落し頭部を強打した。
10,キビナゴ漁のため、海上で錨を下ろして刺し網を投入していたところ、船尾スクリュー付近に網が流れたため錨を引き上げようとアンカーロープを持って移動したときに、右足首にアンカーロープを絡ませ海中に転落した。
10,海中ケーブル修繕工事に使用していた作業船の補修作業を行うため、ドライスーツなど潜水具一式（ウェイト26kg）着用し、岸壁（高さ約1.2m）から海面に飛び降りた直後、海中に沈み行方不明となった。
5,足場資材置場で小型移動式クレーンを用いて足場資材の荷下ろし作業中、約4mの高さに積み上げられていた足場資材が荷崩れを起こして崩壊し、足場資材の間に胸部を挟まれた。
